,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
143,Jake Gardiner,26,TOR,D,82,9,34,43,24,34,7,2,0,2,23,11,0,127,7.1,326,1765:45,21:32,0,0,,83,69,44,79,,gardija01
144,Evander Kane,25,BUF,LW,70,28,15,43,-17,113,25,3,0,5,10,5,0,260,10.8,440,1344:08,19:12,55,67,45.1,29,109,34,33,,kaneev01
145,Ryan Nugent-Hopkins,23,EDM,C,82,18,25,43,-10,29,13,5,0,4,19,6,0,200,9.0,324,1450:45,17:42,556,712,43.8,35,47,48,30,,nugenry01
146,Mike Fisher,36,NSH,C,72,18,24,42,1,55,11,7,0,3,14,10,0,120,15.0,194,1196:25,16:37,703,577,54.9,64,160,21,19,,fishemi01
147,Seth Jones,22,CBJ,D,75,12,30,42,6,24,11,1,0,3,24,6,0,152,7.9,297,1755:15,23:24,0,0,,118,61,32,44,ASGASnhl-14Norris-18,jonesse01
148,Pat Maroon,28,EDM,LW,81,27,15,42,13,95,24,3,0,5,12,3,0,178,15.2,300,1355:45,16:44,6,9,40.0,23,189,33,49,,maroopa01
149,Ryan McDonagh,27,NYR,D,77,6,36,42,20,37,4,1,1,1,22,14,0,153,3.9,320,1875:30,24:21,0,0,,160,80,45,60,ASGASnhl-18Norris-17,mcdonry01
150,Zach Parise,32,MIN,LW,69,19,23,42,-3,30,13,6,0,4,17,6,0,194,9.8,300,1202:36,17:26,8,5,61.5,69,46,33,17,,parisza01
151,Teuvo Teräväinen,22,CAR,LW,81,15,27,42,-6,16,10,5,0,2,17,10,0,169,8.9,298,1315:27,16:14,193,220,46.7,33,27,51,67,,teravte01
152,Shea Weber,31,MTL,D,78,17,25,42,20,38,5,12,0,4,13,10,2,183,9.3,425,1954:46,25:04,0,0,,157,140,11,80,ASGASnhl-6Byng-53Norris-6,webersh01
153,Valtteri Filppula,32,2TM,C,79,12,30,42,-1,26,12,0,0,1,23,7,0,97,12.4,147,1375:05,17:24,556,606,47.8,39,26,30,39,,filppva01
153,Valtteri Filppula,32,TBL,C,59,7,27,34,1,24,7,0,0,1,20,7,0,74,9.5,111,1032:32,17:30,430,494,46.5,28,21,24,31,,filppva01
153,Valtteri Filppula,32,PHI,C,20,5,3,8,-2,2,5,0,0,0,3,0,0,23,21.7,36,342:33,17:08,126,112,52.9,11,5,6,8,,filppva01
154,Brandon Dubinsky,30,CBJ,C,80,12,29,41,16,91,10,1,1,5,26,3,0,115,10.4,204,1431:38,17:54,770,718,51.7,60,248,38,32,Selke-21,dubinbr01
155,Matt Duchene,26,COL,C,77,18,23,41,-34,12,14,3,1,3,17,6,0,160,11.3,275,1409:25,18:18,687,411,62.6,41,42,60,46,Byng-60,duchema01
156,James Neal,29,NSH,RW,70,23,18,41,-10,35,18,5,0,5,10,8,0,202,11.4,338,1238:32,17:42,3,3,50.0,18,84,40,30,,nealja01
157,Frans Nielsen,32,DET,C,79,17,24,41,-19,18,11,4,2,0,13,11,0,162,10.5,275,1354:41,17:09,653,561,53.8,54,64,29,26,ASGByng-53,nielsfr01
158,Keith Yandle,30,FLA,D,82,5,36,41,-6,39,3,2,0,0,19,16,1,178,2.8,393,1807:16,22:02,0,0,,76,28,24,76,,yandlke01
159,Phillip Danault,23,MTL,LW,82,13,27,40,5,35,13,0,0,3,24,2,1,133,9.8,226,1277:42,15:35,533,498,51.7,52,76,49,36,,danauph01
160,Michael Grabner,29,NYR,RW,76,27,13,40,22,10,26,0,1,3,11,0,2,162,16.7,264,1071:12,14:06,7,6,53.8,34,41,48,22,Byng-31,grabnmi01
161,Adam Henrique,26,NJD,C,82,20,20,40,-20,38,12,6,2,2,15,4,1,142,14.1,242,1490:07,18:10,585,628,48.2,67,87,45,27,,henriad01
162,Brayden Point,20,TBL,C,68,18,22,40,4,14,13,5,0,2,15,7,0,122,14.8,214,1164:58,17:08,238,294,44.7,31,39,30,19,Calder-10,pointbr01
163,Paul Stastny,31,STL,C,66,18,22,40,4,36,13,5,0,5,14,8,0,112,16.1,172,1263:13,19:08,786,624,55.7,35,51,24,9,,stastpa01
164,Lee Stempniak,33,CAR,RW,82,16,24,40,2,32,14,2,0,2,20,4,0,131,12.2,249,1299:12,15:51,3,5,37.5,16,113,57,49,,stemple01
165,P.K. Subban,27,NSH,D,66,10,30,40,-8,44,7,3,0,2,16,13,1,142,7.0,294,1610:40,24:24,0,0,,104,78,30,58,ASGASnhl-22,subbapk01
166,Ryan Suter,32,MIN,D,82,9,31,40,34,36,4,4,1,1,22,8,1,164,5.5,332,2207:49,26:55,0,0,,105,72,41,38,ASGASnhl-5Hart-12Norris-5,suterry01
167,Derick Brassard,29,OTT,C,81,14,25,39,12,24,11,3,0,3,21,4,0,195,7.2,337,1407:41,17:23,612,613,50.0,24,92,37,37,,brassde01
168,Oliver Ekman-Larsson,25,ARI,D,79,12,27,39,-25,48,4,8,0,1,16,11,0,145,8.3,330,1944:37,24:37,0,0,,85,112,18,48,,ekmanol01
169,Cam Fowler,25,ANA,D,80,11,28,39,7,20,5,5,1,3,17,10,1,186,5.9,372,1987:51,24:51,0,0,,134,29,30,68,ASGASnhl-19Norris-21,fowleca01
170,Mark Giordano,33,CGY,D,81,12,27,39,22,59,7,3,2,4,15,11,1,151,7.9,373,1910:10,23:35,0,0,,184,78,45,43,ASnhl-9Norris-8,giordma01
171,Shayne Gostisbehere,23,PHI,D,76,7,32,39,-21,32,5,2,0,1,11,21,0,198,3.5,445,1489:10,19:36,0,0,,94,43,18,70,,gostish01
172,Alec Martinez,29,LAK,D,82,9,30,39,-17,24,6,2,1,3,17,13,0,144,6.3,333,1774:35,21:38,0,1,0.0,167,137,5,51,,martial01
173,Matt Niskanen,30,WSH,D,78,5,34,39,20,32,4,1,0,2,25,8,1,154,3.2,340,1729:44,22:11,0,0,,93,147,36,67,,niskama01
174,Brent Seabrook,31,CHI,D,79,3,36,39,5,26,1,2,0,0,24,12,0,131,2.3,298,1729:27,21:54,0,1,0.0,147,111,24,88,,seabrbr01
175,Brady Skjei,22,NYR,D,80,5,34,39,11,42,5,0,0,0,27,7,0,127,3.9,230,1397:01,17:28,0,1,0.0,69,147,17,51,AR-1Calder-10,skjeibr01
176,Ryan Spooner,25,BOS,C,78,11,28,39,-8,14,8,3,0,3,12,15,1,145,7.6,223,1099:24,14:06,79,124,38.9,17,24,36,50,,spoonry01
177,Martin Hanzal,29,2TM,C,71,20,19,39,-17,53,15,5,0,2,15,4,0,169,11.8,272,1258:06,17:43,767,593,56.4,58,145,31,30,,hanzama01
177,Martin Hanzal,29,ARI,C,51,16,10,26,-15,43,12,4,0,2,6,4,0,126,12.7,205,947:45,18:35,596,468,56.0,45,105,23,27,,hanzama01
177,Martin Hanzal,29,MIN,C,20,4,9,13,-2,10,3,1,0,0,9,0,0,43,9.3,67,310:21,15:31,171,125,57.8,13,40,8,3,,hanzama01
178,David Backes,32,BOS,RW,74,17,21,38,2,69,15,2,0,2,16,5,0,175,9.7,286,1266:47,17:07,60,63,48.8,47,225,28,35,,backeda01
179,Tyson Barrie,25,COL,D,74,7,31,38,-34,18,6,1,0,2,22,9,0,182,3.8,409,1724:46,23:18,0,0,,75,32,22,51,,barrity01
180,Max Domi,21,ARI,LW,59,9,29,38,-9,40,8,1,0,1,22,7,0,108,8.3,209,1001:52,16:59,5,5,50.0,21,28,27,36,,domima01
181,Ryan Ellis,26,NSH,D,71,16,22,38,17,29,11,4,1,3,13,7,2,140,11.4,281,1700:52,23:57,0,0,,137,64,37,41,ASnhl-25,ellisry01
182,Oscar Klefbom,23,EDM,D,82,12,26,38,7,6,9,3,0,3,12,13,1,201,6.0,398,1834:21,22:22,0,0,,146,43,29,67,Byng-5,klefbos01
183,Rick Nash,32,NYR,RW,67,23,15,38,9,26,16,6,1,3,12,3,0,195,11.8,319,1103:06,16:28,0,1,0.0,35,63,43,46,,nashri01
184,Mikko Rantanen,20,COL,RW,75,20,18,38,-25,22,16,4,0,2,12,6,0,133,15.0,242,1354:22,18:03,29,21,58.0,33,29,49,32,,rantami01
185,Jared Spurgeon,27,MIN,D,76,10,28,38,33,20,9,1,0,2,23,4,1,144,6.9,272,1826:31,24:02,0,0,,140,49,23,22,ASnhl-16Byng-19Norris-13,spurgja01
186,Nick Bonino,28,PIT,C,80,18,19,37,-5,16,11,6,1,1,14,5,0,142,12.7,226,1332:11,16:39,582,631,48.0,99,60,41,24,Selke-26,boninni01
187,John Carlson,27,WSH,D,72,9,28,37,7,10,6,3,0,3,14,13,1,180,5.0,361,1635:06,22:43,0,0,,127,58,51,88,ASnhl-22Byng-12,carlsjo01
188,Justin Faulk,24,CAR,D,75,17,20,37,-18,32,13,4,0,2,11,9,0,225,7.6,458,1735:33,23:08,0,0,,84,117,53,45,ASG,faulkju01
189,Scott Hartnell,34,CBJ,LW,78,13,24,37,14,63,11,2,0,1,23,1,0,104,12.5,172,940:50,12:04,3,3,50.0,40,94,17,30,,hartnsc01
190,Reilly Smith,25,FLA,RW,80,15,22,37,-13,17,8,6,1,3,17,5,0,160,9.4,287,1468:16,18:21,3,3,50.0,34,75,49,39,,smithre01
191,Kris Versteeg,30,CGY,RW,69,15,22,37,-3,46,7,8,0,1,14,8,0,136,11.0,254,1016:11,14:44,53,49,52.0,28,5,38,31,,verstkr01
192,Mika Zibanejad,23,NYR,C,56,14,23,37,9,16,10,4,0,2,16,7,0,119,11.8,226,956:02,17:04,494,456,52.0,27,23,36,31,,zibanmi01
193,T.J. Brodie,26,CGY,D,82,6,30,36,-16,24,4,1,1,2,18,11,1,78,7.7,208,1933:39,23:35,0,0,,115,30,57,76,ASnhl-25,broditj01
194,Connor Brown,23,TOR,RW,82,20,16,36,3,10,17,2,1,4,12,4,0,139,14.4,249,1328:53,16:12,2,6,25.0,46,50,40,25,,brownco02
195,Dustin Brown,32,LAK,RW,80,14,22,36,-4,22,9,4,1,1,20,2,0,175,8.0,326,1280:01,16:00,2,3,40.0,31,190,25,27,,browndu01
196,Alex Goligoski,31,ARI,D,82,6,30,36,-9,28,4,1,1,0,22,7,1,112,5.4,235,1913:00,23:20,0,0,,143,137,15,57,,goligal01
197,Mike Green,31,DET,D,72,14,22,36,-20,40,11,3,0,2,15,7,0,125,11.2,284,1696:03,23:33,0,0,,92,67,24,52,,greenmi03
198,Alex Killorn,27,TBL,LW,81,19,17,36,-9,66,14,4,1,4,10,6,1,176,10.8,296,1458:26,18:00,4,8,33.3,25,99,33,43,,killoal01
199,Anthony Mantha,22,DET,RW,60,17,19,36,10,53,16,1,0,3,17,2,0,133,12.8,216,954:06,15:54,5,6,45.5,33,46,26,39,,manthan01
200,Andrei Markov,38,MTL,D,62,6,30,36,18,16,5,1,0,1,18,11,1,98,6.1,223,1353:50,21:50,0,0,,73,39,28,69,Byng-53,markoan01
201,Nikita Zaitsev,25,TOR,D,82,4,32,36,-22,38,3,1,0,0,20,11,1,106,3.8,303,1805:32,22:01,0,0,,136,176,33,58,,zaitsni01
202,Sven Baertschi,24,VAN,LW,68,18,17,35,-6,8,16,2,0,5,13,4,0,114,15.8,185,1079:33,15:53,1,0,100.0,29,52,39,23,,baertsv01
203,André Burakovsky,21,WSH,LW,64,12,23,35,13,14,10,2,0,1,20,3,0,111,10.8,222,848:51,13:16,2,5,28.6,25,31,33,33,,burakan01
204,Andrew Cogliano,29,ANA,LW,82,16,19,35,11,26,13,0,3,2,18,0,1,178,9.0,292,1241:19,15:08,8,10,44.4,27,76,19,26,,coglian01
205,Brian Gionta,38,BUF,RW,82,15,20,35,-11,22,11,3,1,3,15,4,1,149,10.1,243,1361:38,16:36,46,60,43.4,30,54,28,26,,giontbr01
206,Mark Letestu,31,EDM,C,78,16,19,35,-2,17,3,11,2,6,15,3,1,120,13.3,222,1110:30,14:14,452,444,50.4,34,71,24,24,,letesma01
207,Colton Parayko,23,STL,D,81,4,31,35,7,32,0,4,0,2,24,6,1,188,2.1,384,1716:58,21:12,0,0,,117,80,38,39,,parayco01
208,Andrej Sekera,30,EDM,D,80,8,27,35,14,18,6,1,1,1,17,10,0,128,6.3,320,1718:38,21:29,0,0,,166,55,38,95,,sekeran01
209,Colin Wilson,27,NSH,LW,70,12,23,35,7,18,6,6,0,0,22,1,0,113,10.6,184,1047:01,14:57,16,23,41.0,23,50,23,25,,wilsoco01
210,Patrik Berglund,28,STL,C,82,23,11,34,-7,32,19,4,0,5,7,4,0,153,15.0,275,1311:08,15:59,584,585,50.0,42,155,43,23,,berglpa01
211,Sean Couturier,24,PHI,C,66,14,20,34,12,33,14,0,0,2,17,2,1,120,11.7,195,1217:25,18:27,587,479,55.1,35,41,46,33,Selke-47,coutuse01
212,Mathew Dumba,22,MIN,D,76,11,23,34,15,59,5,6,0,1,16,6,1,131,8.4,292,1544:46,20:20,0,0,,71,96,18,43,,dumbama01
213,Nick Holden,29,NYR,D,80,11,23,34,13,35,8,3,0,2,21,1,1,84,13.1,225,1649:01,20:37,0,1,0.0,88,164,23,61,,holdeni01
214,Boone Jenner,23,CBJ,C,82,18,16,34,14,52,16,0,2,4,15,1,0,211,8.5,372,1317:02,16:04,92,92,50.0,80,216,42,20,,jennebo01
215,Kris Letang,29,PIT,D,41,5,29,34,2,32,3,2,0,2,16,12,1,122,4.1,227,1046:14,25:31,0,0,,70,70,30,43,,letankr01
216,Tobias Rieder,24,ARI,RW,80,16,18,34,-8,6,13,2,1,1,13,4,1,155,10.3,276,1385:03,17:19,4,9,30.8,38,24,34,15,Byng-25Selke-48,riedeto01
217,Jaccob Slavin,22,CAR,D,82,5,29,34,23,12,4,0,1,0,22,4,3,99,5.1,231,1921:56,23:26,0,0,,161,35,83,54,ASnhl-25Byng-21Norris-20,slavija01
218,Brandon Sutter,27,VAN,C,81,17,17,34,-20,12,13,4,0,1,13,4,0,160,10.6,272,1523:02,18:48,788,664,54.3,53,78,32,21,,suttebr03
219,Tyler Toffoli,24,LAK,C,63,16,18,34,6,22,12,4,0,2,14,3,1,165,9.7,322,1044:54,16:35,2,3,40.0,4,54,19,31,,toffoty01
220,Jason Chimera,37,NYI,LW,82,20,13,33,1,40,19,0,1,2,13,0,0,121,16.5,180,1071:10,13:04,16,18,47.1,30,149,20,26,,chimeja01
221,Christian Dvorak,20,ARI,C,78,15,18,33,7,22,13,2,0,1,15,3,0,88,17.0,164,1218:06,15:37,471,535,46.8,56,72,14,15,,dvorach01
222,Radek Faksa,23,DAL,C,80,12,21,33,-6,67,12,0,0,0,19,2,0,132,9.1,249,1293:48,16:10,590,632,48.3,62,101,43,36,,faksara01
223,Jake Guentzel,22,PIT,C,40,16,17,33,7,10,15,1,0,0,15,2,0,81,19.8,136,635:26,15:53,8,8,50.0,18,61,16,9,,guentja01
224,Gabriel Landeskog,24,COL,LW,72,18,15,33,-25,62,12,5,1,2,14,1,0,169,10.7,266,1352:16,18:47,62,63,49.6,41,143,65,36,,landega01
225,Dmitry Orlov,25,WSH,D,82,6,27,33,30,51,5,1,0,0,22,5,0,125,4.8,249,1601:47,19:32,0,0,,94,122,34,50,Norris-21,orlovdm01
226,Jean-Gabriel Pageau,24,OTT,C,82,12,21,33,13,24,12,0,0,2,19,0,2,169,7.1,258,1322:43,16:08,558,460,54.8,79,161,25,27,Selke-23,pageaje01
227,Devin Shore,22,DAL,C,82,13,20,33,-4,14,12,1,0,0,15,5,0,115,11.3,213,1159:07,14:08,221,249,47.0,71,44,26,25,,shorede01
228,Jacob Trouba,22,WPG,D,60,8,25,33,4,54,6,2,0,1,22,2,1,154,5.2,323,1497:48,24:58,0,0,,118,107,36,62,ASnhl-22,troubja01
229,Ryan Dzingel,24,OTT,LW,81,14,18,32,7,30,12,1,1,1,16,2,0,123,11.4,203,1165:26,14:23,9,21,30.0,21,71,23,25,,dzingry01
230,Markus Granlund,23,VAN,C,69,19,13,32,-19,14,16,3,0,3,9,4,0,122,15.6,220,1194:17,17:19,40,61,39.6,11,32,33,18,,granlma01
231,Leo Komarov,30,TOR,C,82,14,18,32,6,31,9,4,1,1,11,6,1,114,12.3,178,1400:02,17:04,91,111,45.0,50,232,46,25,,komarle01
232,Dylan Larkin,20,DET,C,80,17,15,32,-28,37,11,5,1,1,13,2,0,178,9.6,310,1292:14,16:09,196,236,45.4,22,67,49,51,,larkidy01
233,Matt Moulson,33,BUF,LW,81,14,18,32,-4,10,3,11,0,2,11,7,0,134,10.4,200,940:08,11:36,1,3,25.0,18,37,18,12,,moulsma01
234,Zack Smith,28,OTT,C,74,16,16,32,6,61,11,1,4,1,16,0,0,137,11.7,245,1212:01,16:23,317,292,52.1,38,140,31,35,,smithza01
235,Mike Cammalleri,34,NJD,LW,61,10,21,31,-9,21,9,1,0,3,12,9,0,142,7.0,244,1058:39,17:21,17,11,60.7,14,44,24,32,,cammami01
236,Matt Cullen,40,PIT,C,72,13,18,31,4,30,9,2,2,2,16,2,0,93,14.0,155,1002:08,13:55,440,419,51.2,27,36,20,32,Byng-32Selke-48,cullema01
237,Ryan Hartman,22,CHI,LW,76,19,12,31,13,70,18,1,0,4,12,0,0,170,11.2,261,970:18,12:46,25,37,40.3,30,121,36,31,,hartmry01
238,Calle Järnkrok,25,NSH,C,81,15,16,31,-1,25,12,2,1,1,12,2,2,134,11.2,233,1273:48,15:44,452,463,49.4,29,49,23,22,,jarnkca01
239,Andrew Ladd,31,NYI,LW,78,23,8,31,-14,45,19,3,1,4,6,2,0,142,16.2,277,1261:42,16:11,4,6,40.0,54,112,37,43,,laddan01
240,Damon Severson,22,NJD,D,80,3,28,31,-31,58,3,0,0,1,15,13,0,125,2.4,277,1628:11,20:21,0,0,,72,79,24,52,,severda01
241,Alexandre Burrows,35,2TM,RW,75,15,16,31,3,62,14,1,0,2,15,0,1,143,10.5,237,1098:30,14:39,5,9,35.7,34,68,35,19,,burroal01
241,Alexandre Burrows,35,VAN,RW,55,9,11,20,-3,53,9,0,0,1,10,0,1,114,7.9,179,822:48,14:58,0,6,0.0,20,44,34,15,,burroal01
241,Alexandre Burrows,35,OTT,LW,20,6,5,11,6,9,5,1,0,1,5,0,0,29,20.7,58,275:42,13:47,5,3,62.5,14,24,1,4,,burroal01
242,Jay Beagle,31,WSH,RW,81,13,17,30,20,22,12,0,1,4,15,0,2,100,13.0,158,1104:11,13:38,624,483,56.4,44,55,11,26,Selke-24,beaglja01
243,Dion Phaneuf,31,OTT,D,81,9,21,30,-6,100,4,4,1,2,9,12,0,156,5.8,310,1866:22,23:02,0,0,,156,132,16,54,,phanedi01
244,Ivan Provorov,20,PHI,D,82,6,24,30,-7,34,6,0,0,1,19,5,0,161,3.7,331,1802:12,21:59,0,0,,166,111,23,81,Calder-9,provoiv01
245,Ryan Strome,23,NYI,RW,69,13,17,30,-8,40,11,2,0,2,11,6,0,114,11.4,203,1007:56,14:36,147,197,42.7,21,59,33,32,,stromry01
246,Josh Anderson,22,CBJ,RW,78,17,12,29,12,89,17,0,0,3,12,0,0,119,14.3,193,937:33,12:01,8,21,27.6,40,147,25,16,,anderjo05
247,Andreas Athanasiou,22,DET,C,64,18,11,29,-7,28,17,1,0,3,8,3,0,120,15.0,236,861:43,13:28,37,46,44.6,21,30,17,19,,athanan01
248,Zdeno Chára,39,BOS,D,75,10,19,29,18,59,7,1,2,0,17,2,0,136,7.4,279,1749:57,23:20,0,1,0.0,140,130,35,62,,charazd01
249,Robby Fabbri,21,STL,C,51,11,18,29,-16,27,7,4,0,0,13,5,0,91,12.1,160,796:04,15:37,13,11,54.2,14,64,20,8,,fabbrro01
250,Brendan Gallagher,24,MTL,RW,64,10,19,29,7,39,9,1,0,2,17,2,0,187,5.3,326,966:07,15:06,30,44,40.5,15,69,33,25,,gallabr01
251,Noah Hanifin,20,CAR,D,81,4,25,29,-19,26,2,2,0,1,16,9,0,108,3.7,270,1451:32,17:55,0,0,,73,57,42,53,,hanifno01
252,Chris Kunitz,37,PIT,LW,71,9,20,29,0,36,9,0,0,3,15,5,0,134,6.7,220,1101:28,15:31,3,10,23.1,28,216,25,28,,kunitch01
253,Adam Lowry,23,WPG,C,82,15,14,29,1,52,10,5,0,1,9,4,1,122,12.3,200,1316:02,16:03,658,637,50.8,56,217,29,24,,lowryad01
254,Derek Ryan,30,CAR,C,67,11,18,29,-8,22,6,4,1,3,14,4,0,73,15.1,136,997:44,14:53,391,316,55.3,37,33,33,36,,ryande01
255,Andrew Shaw,25,MTL,C,68,12,17,29,4,110,11,1,0,1,11,6,0,127,9.4,221,1033:43,15:12,239,199,54.6,38,147,28,29,,shawan01
256,Craig Smith,27,NSH,RW,78,12,17,29,7,30,10,2,0,1,16,1,0,155,7.7,317,1078:12,13:49,51,60,45.9,16,93,34,35,,smithcr01
257,Joel Ward,36,SJS,RW,78,10,19,29,-2,30,7,1,2,2,17,2,0,105,9.5,210,1243:33,15:57,222,233,48.8,56,61,34,52,,wardjo02
258,Nathan Beaulieu,24,MTL,D,74,4,24,28,8,44,2,2,0,1,14,10,0,118,3.4,235,1441:30,19:29,0,0,,102,65,16,71,,beaulna01
259,Jason Demers,28,FLA,D,81,9,19,28,-14,53,9,0,0,2,12,5,2,98,9.2,199,1588:29,19:37,0,1,0.0,90,106,19,31,,demerja01
260,Zach Hyman,24,TOR,C,82,10,18,28,2,30,6,0,4,3,18,0,0,156,6.4,232,1369:09,16:42,11,18,37.9,43,109,42,25,Selke-25,hymanza01
261,Jussi Jokinen,33,FLA,LW,69,11,17,28,-15,39,6,4,1,2,11,6,0,118,9.3,199,1201:20,17:25,75,69,52.1,33,28,27,59,,jokinju01
262,Travis Konecny,19,PHI,C,70,11,17,28,-2,49,8,3,0,0,16,1,0,133,8.3,234,986:20,14:05,0,5,0.0,26,92,26,28,,konectr01
263,Artturi Lehkonen,21,MTL,LW,73,18,10,28,-1,8,15,2,1,3,8,2,0,158,11.4,279,1011:42,13:52,2,2,50.0,25,72,25,20,,lehkoar01
264,Jake Muzzin,27,LAK,D,82,9,19,28,-21,46,5,4,0,1,13,6,0,184,4.9,388,1828:08,22:18,0,0,,122,162,15,70,,muzzija01
265,Vladislav Namestnikov,24,TBL,C,74,10,18,28,-4,31,7,3,0,0,14,3,1,114,8.8,196,1094:05,14:47,209,271,43.5,31,72,14,26,,namesvl01
266,Jeff Petry,29,MTL,D,80,8,20,28,3,22,6,2,0,1,15,5,0,172,4.7,361,1769:12,22:07,0,0,,145,171,19,102,,petryje01
267,Tomáš Plekanec,34,MTL,C,78,10,18,28,10,24,5,3,2,3,14,4,0,139,7.2,236,1311:52,16:49,692,660,51.2,45,57,30,29,Byng-60Selke-40,plekato01
268,Nick Ritchie,21,ANA,LW,77,14,14,28,4,62,13,1,0,3,13,1,0,149,9.4,261,999:52,12:59,4,4,50.0,24,247,16,23,,ritchni01
269,Bryan Rust,24,PIT,RW,57,15,13,28,4,8,15,0,0,1,12,0,1,110,13.6,188,777:16,13:38,2,3,40.0,29,101,18,16,,rustbr01
270,Nick Schmaltz,20,CHI,LW,61,6,22,28,10,6,6,0,0,0,20,2,0,66,9.1,127,808:56,13:16,84,188,30.9,27,20,46,22,Byng-45,schmani01
271,Antoine Vermette,34,ANA,C,72,9,19,28,-7,42,4,5,0,1,13,6,0,88,10.2,162,1145:03,15:54,744,451,62.3,45,51,14,28,,vermean01
272,Marc-Édouard Vlasic,29,SJS,D,75,6,22,28,4,35,5,1,0,2,15,6,1,144,4.2,316,1592:35,21:14,0,0,,144,18,23,61,ASnhl-21Norris-21,vlasima01
273,P.A. Parenteau,33,2TM,RW,67,13,15,28,-18,35,9,4,0,2,11,4,0,123,10.6,173,984:44,14:42,6,14,30.0,9,60,21,30,,parenpi01
273,P.A. Parenteau,33,NJD,RW,59,13,14,27,-16,35,9,4,0,2,10,4,0,109,11.9,152,884:14,14:59,6,13,31.6,8,51,19,25,,parenpi01
273,P.A. Parenteau,33,NSH,RW,8,0,1,1,-2,0,0,0,0,0,1,0,0,14,0.0,21,100:30,12:34,0,1,0.0,1,9,2,5,,parenpi01
274,Shane Doan,40,ARI,RW,74,6,21,27,-3,48,3,3,0,0,19,2,0,144,4.2,239,1113:33,15:03,94,105,47.2,22,101,26,34,,doansh01
275,Morgan Rielly,22,TOR,D,76,6,21,27,-20,21,5,1,0,1,17,4,0,171,3.5,352,1684:49,22:10,0,0,,120,46,34,76,,riellmo01
276,Antoine Roussel,27,DAL,LW,60,12,15,27,1,115,12,0,0,3,12,3,0,82,14.6,162,931:06,15:31,7,9,43.8,45,69,16,37,,roussan01
277,Jimmy Vesey,23,NYR,LW,80,16,11,27,-13,26,11,5,0,6,8,3,0,116,13.8,214,1090:42,13:38,2,5,28.6,37,64,44,34,,veseyji02
278,Mark Streit,39,2TM,D,68,6,21,27,-12,28,5,1,0,2,9,12,0,114,5.3,224,1274:52,18:45,0,0,,92,38,16,39,,streima01
278,Mark Streit,39,PHI,D,49,5,16,21,-10,22,4,1,0,1,9,7,0,88,5.7,176,949:55,19:23,0,0,,58,25,10,31,,streima01
278,Mark Streit,39,PIT,D,19,1,5,6,-2,6,1,0,0,1,0,5,0,26,3.8,48,324:57,17:06,0,0,,34,13,6,8,,streima01
279,Jarome Iginla,39,2TM,RW,80,14,13,27,-30,70,7,7,0,4,9,4,0,153,9.2,262,1210:10,15:08,16,14,53.3,21,116,24,26,,iginlja01
279,Jarome Iginla,39,COL,RW,61,8,10,18,-21,54,4,4,0,0,6,4,0,120,6.7,198,899:43,14:45,12,7,63.2,17,79,20,16,,iginlja01
279,Jarome Iginla,39,LAK,RW,19,6,3,9,-9,16,3,3,0,4,3,0,0,33,18.2,64,310:27,16:20,4,7,36.4,4,37,4,10,,iginlja01
280,Sam Bennett,20,CGY,C,81,13,13,26,-16,75,9,4,0,0,12,0,1,122,10.7,215,1213:59,14:59,374,437,46.1,46,127,43,25,,bennesa01
281,Mikkel Bødker,27,SJS,LW,81,10,16,26,0,10,9,0,1,2,15,1,0,122,8.2,223,1162:18,14:21,5,13,27.8,34,71,31,37,,boedkmi01
282,Ian Cole,27,PIT,D,81,5,21,26,26,72,5,0,0,1,20,1,0,89,5.6,220,1605:25,19:49,0,0,,194,164,32,50,,coleia01
283,Erik Haula,25,MIN,C,72,15,11,26,5,28,14,1,0,4,11,0,0,134,11.2,210,994:33,13:49,404,346,53.9,38,39,24,18,,haulaer01
284,Jonathan Huberdeau,23,FLA,LW,31,10,16,26,-2,13,7,3,0,2,12,4,0,86,11.6,136,555:30,17:55,4,5,44.4,7,18,15,24,,huberjo01
285,Paul Martin,35,SJS,D,81,4,22,26,10,20,4,0,0,1,22,0,0,57,7.0,127,1557:21,19:14,0,0,,124,41,36,57,,martipa01
286,Scott Wilson,24,PIT,LW,78,8,18,26,0,32,8,0,0,1,18,0,0,127,6.3,214,853:40,10:57,3,0,100.0,31,167,20,11,,wilsosc01
287,Jonas Brodin,23,MIN,D,68,3,22,25,5,20,1,2,0,2,17,5,0,85,3.5,186,1330:38,19:34,0,0,,89,20,16,29,,brodijo01
288,Troy Brouwer,31,CGY,RW,74,13,12,25,-11,31,7,5,1,2,5,6,1,86,15.1,152,1200:29,16:13,20,44,31.3,39,171,22,30,,brouwtr01
289,Casey Cizikas,25,NYI,C,59,8,17,25,9,30,8,0,0,1,16,1,0,82,9.8,127,820:30,13:54,420,426,49.6,58,144,36,24,,cizikca01
290,Calvin de Haan,25,NYI,D,82,5,20,25,15,36,4,1,0,1,19,1,0,116,4.3,252,1627:33,19:51,0,0,,190,139,24,53,,dehaaca01
291,Lars Eller,27,WSH,C,81,12,13,25,15,36,11,0,1,2,12,1,0,115,10.4,225,1125:58,13:54,416,467,47.1,30,71,31,32,,ellerla01
