,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
541,Andrew MacDonald,29,PHI,D,28,1,7,8,10,6,1,0,0,0,5,2,0,20,5.0,59,563:20,20:07,0,0,,72,14,4,20,,macdoan01
542,Patrik Nemeth,23,DAL,D,38,0,8,8,-1,14,0,0,0,0,7,1,0,36,0.0,82,593:44,15:37,0,0,,47,58,5,19,,nemetpa01
543,Richard Pánik,24,CHI,RW,30,6,2,8,4,6,6,0,0,1,2,0,0,39,15.4,66,325:01,10:50,1,1,50.0,11,54,6,8,,panikri01
544,Luca Sbisa,26,VAN,D,41,2,6,8,5,26,2,0,0,1,5,0,1,29,6.9,72,712:23,17:23,0,0,,58,71,5,12,,sbisalu01
545,Shea Theodore,20,ANA,D,19,3,5,8,7,2,1,2,0,1,4,1,0,28,10.7,61,363:04,19:07,0,0,,22,6,10,17,,theodsh01
546,Jakub Kindl,28,2TM,D,44,2,6,8,13,18,2,0,0,1,5,1,0,63,3.2,134,677:09,15:23,0,1,0.0,24,39,7,29,,kindlja01
546,Jakub Kindl,28,DET,D,25,2,4,6,3,14,2,0,0,1,4,0,0,37,5.4,86,411:34,16:28,0,0,,15,13,3,16,,kindlja01
546,Jakub Kindl,28,FLA,D,19,0,2,2,10,4,0,0,0,0,1,1,0,26,0.0,48,265:35,13:59,0,1,0.0,9,26,4,13,,kindlja01
547,Alex Biega,27,VAN,D,51,0,7,7,-11,22,0,0,0,0,7,0,0,61,0.0,116,854:56,16:46,0,0,,41,124,8,18,,biegaal01
548,Lance Bouma,25,CGY,C,44,2,5,7,-6,31,2,0,0,0,3,0,2,49,4.1,83,529:34,12:02,5,8,38.5,42,110,6,10,,boumala01
549,Jonas Brodin,22,MIN,D,68,2,5,7,-5,18,2,0,0,0,5,0,0,58,3.4,141,1388:36,20:25,0,0,,110,34,27,23,,brodijo01
550,Mark Fayne,28,EDM,D,69,2,5,7,-6,18,2,0,0,0,4,0,1,61,3.3,134,1153:28,16:43,0,0,,100,53,13,36,,faynema01
551,Nathan Gerbe,28,CAR,LW,47,3,4,7,-15,14,3,0,0,0,3,1,0,73,4.1,140,632:37,13:28,2,3,40.0,10,54,13,23,,gerbena01
552,Tanner Glass,32,NYR,LW,57,4,3,7,-3,66,4,0,0,0,3,0,0,49,8.2,82,586:18,10:17,6,14,30.0,18,224,4,13,,glassta01
553,Nicklas Grossmann,31,ARI,D,58,3,4,7,-3,24,3,0,0,1,4,0,0,42,7.1,91,1030:59,17:47,0,0,,73,105,3,21,,grossni01
554,Corban Knight,25,FLA,C,20,2,5,7,3,4,2,0,0,0,5,0,0,11,18.2,19,192:38,9:38,54,52,50.9,2,18,6,1,,knighco01
555,Michael Latta,24,WSH,C,43,3,4,7,0,50,3,0,0,0,4,0,0,29,10.3,51,347:41,8:05,102,96,51.5,10,58,8,4,,lattami01
556,Brandon Manning,25,PHI,D,56,1,6,7,2,66,1,0,0,1,6,0,0,67,1.5,149,925:33,16:32,0,1,0.0,57,94,7,19,,mannibr01
557,Martin Marinčin,23,TOR,D,65,1,6,7,-3,34,1,0,0,0,6,0,0,55,1.8,180,1090:00,16:46,0,0,,63,37,25,41,,marinma01
558,Zbyněk Michálek,33,ARI,D,70,2,5,7,3,20,2,0,0,0,5,0,0,69,2.9,133,1191:09,17:01,0,0,,123,84,21,27,,michazb01
559,Willie Mitchell,38,FLA,D,46,1,6,7,-2,18,1,0,0,1,6,0,0,33,3.0,77,916:34,19:56,0,0,,70,68,6,18,,mitchwi01
560,Joseph Morrow,23,BOS,D,33,1,6,7,-7,4,1,0,0,0,4,2,0,44,2.3,81,524:58,15:54,0,0,,35,28,9,8,,morrojo02
561,Eric Nystrom,32,NSH,LW,46,7,0,7,-6,20,6,0,1,1,0,0,0,27,25.9,50,528:14,11:29,1,1,50.0,26,92,6,6,,nystrer01
562,Cal O'Reilly,29,BUF,C,20,3,4,7,-1,2,2,1,0,1,3,1,0,10,30.0,14,223:36,11:11,59,50,54.1,5,3,2,6,,oreilca01
563,Greg Pateryn,25,MTL,D,38,1,6,7,-8,49,1,0,0,0,6,0,0,32,3.1,85,636:27,16:45,0,0,,52,100,12,31,,patergr01
564,Chris Porter,31,MIN,LW,61,4,3,7,-6,6,4,0,0,0,3,0,0,45,8.9,86,587:49,9:38,0,1,0.0,12,157,15,8,,portech01
565,Derrick Pouliot,22,PIT,D,22,0,7,7,4,2,0,0,0,0,7,0,0,25,0.0,60,339:58,15:27,0,0,,18,16,6,3,,poulide01
566,Brandon Prust,31,VAN,LW,35,1,6,7,-3,59,1,0,0,1,6,0,0,19,5.3,37,447:27,12:47,6,5,54.5,15,40,5,15,,prustbr01
567,Mike Reilly,22,MIN,D,29,1,6,7,-4,8,1,0,0,0,4,2,0,27,3.7,51,350:24,12:05,0,0,,23,3,2,10,,reillmi01
568,Logan Shaw,24,FLA,RW,53,5,2,7,-7,13,4,1,0,1,2,0,0,72,6.9,112,648:46,12:14,16,21,43.2,20,88,21,5,,shawlo01
569,Maxime Talbot,31,BOS,C,38,2,5,7,-11,15,2,0,0,1,4,1,0,29,6.9,43,426:07,11:13,164,181,47.5,28,66,9,0,,talboma01
570,Zach Trotman,25,BOS,D,38,2,5,7,3,22,2,0,0,0,5,0,0,60,3.3,123,705:03,18:33,0,0,,49,71,2,16,,trotmza01
571,Yannick Weber,27,VAN,D,45,0,7,7,-17,24,0,0,0,0,2,5,0,65,0.0,158,847:21,18:50,0,0,,37,49,10,15,,weberya01
572,Dainius Zubrus,37,SJS,C,50,3,4,7,4,20,3,0,0,0,4,0,0,33,9.1,66,579:29,11:35,15,12,55.6,15,68,15,15,,zubruda01
573,Adam Clendening,23,2TM,D,29,1,6,7,6,20,1,0,0,0,6,0,0,43,2.3,83,429:05,14:48,0,0,,34,19,5,19,,clendad01
573,Adam Clendening,23,PIT,D,9,0,1,1,3,10,0,0,0,0,1,0,0,11,0.0,21,118:11,13:08,0,0,,4,4,3,2,,clendad01
573,Adam Clendening,23,EDM,D,20,1,5,6,3,10,1,0,0,0,5,0,0,32,3.1,62,310:54,15:33,0,0,,30,15,2,17,,clendad01
574,Steve Bernier,30,NYI,RW,24,1,5,6,3,9,1,0,0,0,5,0,0,27,3.7,43,269:28,11:14,0,0,,13,42,6,7,,bernist01
575,Anthony Bitetto,25,NSH,D,28,1,5,6,0,19,1,0,0,0,5,0,0,19,5.3,41,339:45,12:08,0,0,,41,62,2,8,,bitetan01
576,Connor Brown,22,TOR,RW,7,1,5,6,-2,0,0,1,0,0,1,3,1,11,9.1,20,104:48,14:58,0,0,,2,1,4,0,,brownco02
577,Taylor Chorney,28,WSH,D,55,1,5,6,8,21,1,0,0,0,5,0,0,28,3.6,78,725:30,13:11,0,0,,58,56,8,27,,chornta01
578,Frank Corrado,22,TOR,D,39,1,5,6,-12,26,1,0,0,0,4,1,0,46,2.2,112,563:42,14:27,0,0,,37,46,2,16,,corrafr01
579,Steve Downie,28,ARI,RW,26,3,3,6,1,53,3,0,0,0,3,0,0,22,13.6,36,234:03,9:00,2,2,50.0,7,29,4,4,,downist01
580,Stefan Elliott,25,2TM,D,21,2,4,6,-3,4,2,0,0,0,4,0,0,37,5.4,71,297:30,14:10,0,0,,18,12,4,5,,elliost01
580,Stefan Elliott,25,ARI,D,19,2,4,6,-2,4,2,0,0,0,4,0,0,35,5.7,67,270:29,14:14,0,0,,16,10,3,5,,elliost01
580,Stefan Elliott,25,NSH,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,4,27:01,13:31,0,0,,2,2,1,0,,elliost01
581,Paul Gaustad,33,NSH,C,63,2,4,6,-4,46,1,0,1,0,3,0,1,46,4.3,71,708:15,11:15,427,345,55.3,33,114,14,14,,gaustpa01
582,Éric Gélinas,24,2TM,D,40,1,5,6,-6,16,0,1,0,0,2,3,0,55,1.8,118,553:23,13:50,0,0,,23,61,7,20,,geliner01
582,Éric Gélinas,24,NJD,D,34,1,5,6,-8,16,0,1,0,0,2,3,0,45,2.2,103,477:14,14:02,0,0,,20,51,6,17,,geliner01
582,Éric Gélinas,24,COL,D,6,0,0,0,2,0,0,0,0,0,0,0,0,10,0.0,15,76:09,12:42,0,0,,3,10,1,3,,geliner01
583,Eric Gryba,27,EDM,D,53,1,5,6,0,75,1,0,0,0,5,0,0,58,1.7,143,947:46,17:53,0,0,,78,132,16,39,,grybaer01
584,Joel Hanley,24,MTL,D,10,0,6,6,0,0,0,0,0,0,6,0,0,10,0.0,17,159:59,16:00,0,0,,19,6,2,4,,hanlejo01
585,Zach Hyman,23,TOR,C,16,4,2,6,0,18,4,0,0,0,2,0,0,37,10.8,68,250:59,15:41,1,2,33.3,8,31,9,2,,hymanza01
586,Tomáš Jurčo,23,DET,RW,44,4,2,6,-6,16,4,0,0,0,2,0,0,43,9.3,76,404:03,9:11,1,0,100.0,4,50,6,7,,jurcoto01
587,Brad Malone,26,CAR,C,57,2,4,6,-11,75,2,0,0,0,4,0,0,31,6.5,74,544:19,9:33,40,22,64.5,15,124,4,16,,malonbr01
588,Nic Petan,20,WPG,LW,26,2,4,6,2,10,2,0,0,0,3,1,0,25,8.0,52,305:26,11:45,12,9,57.1,4,7,11,8,,petanni01
589,Tyler Randell,24,BOS,RW,27,6,0,6,-2,47,6,0,0,1,0,0,0,18,33.3,21,188:32,6:59,0,0,,8,39,6,1,,randety01
590,Ty Rattie,22,STL,RW,13,4,2,6,1,4,4,0,0,0,2,0,0,16,25.0,24,120:44,9:17,0,0,,2,6,2,2,,rattity01
591,Zach Redmond,27,COL,D,37,2,4,6,5,10,1,1,0,0,4,0,0,22,9.1,62,435:49,11:47,0,0,,39,47,6,12,,redmoza01
592,Colton Sissons,22,NSH,C,34,4,2,6,5,12,4,0,0,0,2,0,0,25,16.0,44,338:37,9:58,141,111,56.0,20,35,7,5,,sissoco01
593,Ben Smith,27,2TM,RW,22,2,4,6,2,0,2,0,0,1,4,0,0,17,11.8,34,266:02,12:06,100,85,54.1,16,18,8,3,,smithbe01
593,Ben Smith,27,SJS,RW,6,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,3,35:56,5:59,5,12,29.4,1,5,1,2,,smithbe01
593,Ben Smith,27,TOR,RW,16,2,4,6,3,0,2,0,0,1,4,0,0,16,12.5,31,230:06,14:23,95,73,56.5,15,13,7,1,,smithbe01
594,Clayton Stoner,30,ANA,D,50,1,5,6,4,67,1,0,0,0,4,0,1,32,3.1,71,768:01,15:22,0,0,,55,123,2,31,,stonecl01
595,Brian Strait,28,NYI,D,52,1,5,6,1,31,1,0,0,0,4,0,1,43,2.3,110,802:44,15:26,0,0,,65,106,9,26,,straibr01
596,Nate Thompson,31,ANA,C,49,3,3,6,-1,47,2,0,1,0,3,0,0,42,7.1,76,568:04,11:36,235,216,52.1,40,103,7,14,,thompna01
597,Viktor Tikhonov,27,2TM,RW,50,3,3,6,-10,20,1,2,0,1,3,0,0,41,7.3,84,571:43,11:26,45,71,38.8,25,54,12,10,,tikhovi01
597,Viktor Tikhonov,27,CHI,RW,11,0,0,0,-4,6,0,0,0,0,0,0,0,11,0.0,19,113:07,10:17,0,1,0.0,2,19,5,4,,tikhovi01
597,Viktor Tikhonov,27,ARI,RW,39,3,3,6,-6,14,1,2,0,1,3,0,0,30,10.0,65,458:36,11:46,45,70,39.1,23,35,7,6,,tikhovi01
598,Scott Wilson,23,PIT,LW,24,5,1,6,0,12,5,0,0,1,1,0,0,39,12.8,59,256:27,10:41,0,0,,6,38,5,5,,wilsosc01
599,Chris Wagner,24,2TM,RW,43,4,2,6,-2,28,4,0,0,1,2,0,0,55,7.3,89,393:40,9:09,148,126,54.0,27,95,3,11,,wagnech01
599,Chris Wagner,24,ANA,RW,17,0,2,2,0,19,0,0,0,0,2,0,0,28,0.0,44,179:35,10:34,47,42,52.8,10,52,2,5,,wagnech01
599,Chris Wagner,24,COL,RW,26,4,0,4,-2,9,4,0,0,1,0,0,0,27,14.8,45,214:05,8:14,101,84,54.6,17,43,1,6,,wagnech01
600,Jiří Sekáč,23,3TM,LW,39,1,5,6,-5,16,0,1,0,0,4,1,0,49,2.0,86,454:57,11:40,2,2,50.0,18,50,14,9,,sekacji01
600,Jiří Sekáč,23,ANA,LW,22,1,2,3,0,4,0,1,0,0,1,1,0,29,3.4,52,268:05,12:11,0,2,0.0,10,18,7,7,,sekacji01
600,Jiří Sekáč,23,CHI,LW,6,0,1,1,-1,2,0,0,0,0,1,0,0,11,0.0,18,60:21,10:04,0,0,,0,7,1,1,,sekacji01
600,Jiří Sekáč,23,ARI,LW,11,0,2,2,-4,10,0,0,0,0,2,0,0,9,0.0,16,126:31,11:30,2,0,100.0,8,25,6,1,,sekacji01
601,Mike Blunden,29,TBL,RW,20,3,2,5,3,34,3,0,0,1,2,0,0,14,21.4,28,173:04,8:39,0,0,,3,41,1,2,,blundmi01
602,Dave Bolland,29,FLA,C,25,1,4,5,-2,16,1,0,0,0,1,3,0,26,3.8,52,352:18,14:06,156,185,45.7,9,36,5,12,,bollada01
603,Connor Brickley,23,FLA,C,23,1,4,5,1,14,1,0,0,1,4,0,0,13,7.7,18,200:41,8:44,0,0,,6,46,4,3,,brickco01
604,Carlo Colaiacovo,33,BUF,D,36,1,4,5,-11,10,1,0,0,0,3,1,0,29,3.4,59,521:01,14:28,0,0,,41,36,3,11,,colaica01
605,Darren Dietz,22,MTL,D,13,1,4,5,-1,13,1,0,0,0,4,0,0,13,7.7,24,188:59,14:32,0,0,,14,38,3,12,,dietzda01
606,Byron Froese,24,TOR,C,56,2,3,5,-11,16,2,0,0,0,3,0,0,64,3.1,118,707:04,12:38,310,332,48.3,23,51,20,10,,froesby01
607,Rocco Grimaldi,22,FLA,C,20,3,2,5,-4,2,3,0,0,0,2,0,0,29,10.3,48,237:18,11:52,47,61,43.5,2,17,10,5,,grimaro01
608,Barret Jackman,34,NSH,D,73,1,4,5,1,76,1,0,0,1,4,0,0,64,1.6,130,1011:35,13:51,0,0,,86,100,8,35,,jackmba01
609,Joonas Kemppainen,27,BOS,C,44,2,3,5,-6,4,1,0,1,0,3,0,0,35,5.7,52,551:40,12:32,227,232,49.5,18,36,28,9,,kemppjo01
610,Josh Leivo,22,TOR,LW,12,5,0,5,2,6,4,1,0,1,0,0,0,20,25.0,38,147:48,12:19,1,1,50.0,3,7,4,4,,leivojo01
611,Brandon Mashinter,27,CHI,LW,41,4,1,5,-7,23,4,0,0,0,1,0,0,25,16.0,40,307:11,7:30,0,0,,3,62,6,7,,mashibr01
612,Jonathon Merrill,23,NJD,D,47,1,4,5,-15,28,1,0,0,1,3,1,0,30,3.3,57,794:08,16:54,0,0,,54,48,7,17,,merrijo01
613,Jakub Nakládal,28,CGY,D,27,2,3,5,-5,6,2,0,0,0,2,1,0,42,4.8,88,383:08,14:11,0,0,,23,41,4,11,,naklaja01
614,Jordan Nolan,26,LAK,C,52,0,5,5,0,38,0,0,0,0,5,0,0,49,0.0,97,462:39,8:54,0,1,0.0,8,78,4,8,,nolanjo01
615,Jordan Oesterle,23,EDM,D,17,0,5,5,1,0,0,0,0,0,5,0,0,24,0.0,51,368:43,21:41,0,0,,26,11,8,12,,oestejo01
616,Nick Paul,20,OTT,LW,24,2,3,5,-3,6,2,0,0,0,3,0,0,28,7.1,51,292:39,12:12,31,29,51.7,9,43,9,2,,paulni01
617,Anthony Peluso,26,WPG,RW,35,1,4,5,4,44,1,0,0,0,4,0,0,16,6.3,33,223:27,6:23,0,0,,4,81,3,6,,pelusan01
618,Mason Raymond,30,CGY,LW,29,4,1,5,-3,8,4,0,0,0,1,0,0,53,7.5,87,357:54,12:20,3,4,42.9,7,12,8,11,,raymoma01
619,Mike Richards,30,WSH,C,39,2,3,5,-2,8,2,0,0,1,3,0,0,46,4.3,77,474:50,12:11,235,240,49.5,19,39,12,10,,richami02
620,Nikita Soshnikov,22,TOR,RW,11,2,3,5,-4,6,1,1,0,0,3,0,0,33,6.1,53,171:50,15:37,0,1,0.0,6,34,2,3,,soshnni01
621,Shawn Thornton,38,FLA,LW,50,1,4,5,-2,80,1,0,0,0,4,0,0,58,1.7,88,434:27,8:41,6,7,46.2,2,73,9,4,,thornsh01
622,Mike Weber,28,2TM,D,45,1,4,5,2,60,1,0,0,0,4,0,0,40,2.5,77,696:37,15:29,0,0,,61,108,2,22,,webermi01
622,Mike Weber,28,BUF,D,35,1,4,5,3,32,1,0,0,0,4,0,0,28,3.6,55,556:48,15:55,0,0,,36,73,1,18,,webermi01
622,Mike Weber,28,WSH,D,10,0,0,0,-1,28,0,0,0,0,0,0,0,12,0.0,22,139:49,13:59,0,0,,25,35,1,4,,webermi01
623,Patrick Wiercioch,25,OTT,D,52,0,5,5,2,24,0,0,0,0,3,2,0,56,0.0,136,901:43,17:20,0,0,,56,53,7,33,,wiercpa01
624,Mike Brown,30,2TM,RW,58,2,3,5,-5,90,2,0,0,0,3,0,0,51,3.9,89,452:49,7:48,3,1,75.0,25,176,9,12,,brownmi02
624,Mike Brown,30,SJS,RW,44,1,2,3,-3,63,1,0,0,0,2,0,0,37,2.7,64,317:42,7:13,2,1,66.7,17,120,7,10,,brownmi02
624,Mike Brown,30,MTL,RW,14,1,1,2,-2,27,1,0,0,0,1,0,0,14,7.1,25,135:07,9:39,1,0,100.0,8,56,2,2,,brownmi02
625,Josh Anderson,21,CBJ,RW,12,1,3,4,0,2,1,0,0,0,3,0,0,11,9.1,22,128:23,10:42,0,0,,4,40,4,1,,anderjo05
626,Mark Arcobello,27,TOR,C,20,3,1,4,0,0,3,0,0,0,1,0,0,43,7.0,70,253:33,12:41,132,110,54.5,3,22,9,4,,arcobma01
627,Brandon Bollig,29,CGY,LW,54,2,2,4,-10,103,2,0,0,0,2,0,0,56,3.6,95,501:39,9:17,2,1,66.7,25,117,11,8,,bollibr01
628,Gabriel Bourque,25,NSH,RW,22,1,3,4,0,18,1,0,0,0,3,0,0,25,4.0,42,272:01,12:22,0,1,0.0,22,55,3,5,,bourqga01
629,Connor Carrick,21,2TM,D,19,2,2,4,-5,15,2,0,0,1,1,1,0,21,9.5,59,295:08,15:32,0,0,,19,38,6,17,,carrico01
629,Connor Carrick,21,WSH,D,3,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,7,30:21,10:07,0,0,,3,5,0,0,,carrico01
629,Connor Carrick,21,TOR,D,16,2,2,4,-3,15,2,0,0,1,1,1,0,19,10.5,52,264:47,16:33,0,0,,16,33,6,17,,carrico01
630,David Clarkson,31,CBJ,RW,23,2,2,4,-8,23,2,0,0,1,2,0,0,24,8.3,33,212:00,9:13,2,10,16.7,6,45,5,2,,clarkda03
631,Rich Clune,28,TOR,LW,19,0,4,4,1,22,0,0,0,0,4,0,0,10,0.0,17,153:47,8:06,0,0,,5,58,2,1,,cluneri01
632,Jared Cowen,25,OTT,D,37,0,4,4,7,16,0,0,0,0,4,0,0,23,0.0,63,628:14,16:59,0,0,,58,116,7,34,,cowenja01
633,Dylan DeMelo,22,SJS,D,45,2,2,4,0,14,0,2,0,0,0,2,0,42,4.8,97,612:49,13:37,0,0,,35,39,8,22,,demeldy01
634,Simon Despres,24,ANA,D,32,0,4,4,2,8,0,0,0,0,3,1,0,32,0.0,67,628:05,19:38,0,0,,71,67,11,27,,desprsi01
635,Pascal Dupuis,36,PIT,RW,18,2,2,4,-1,12,2,0,0,0,2,0,0,28,7.1,52,271:45,15:06,2,1,66.7,12,35,2,4,,dupuipa01
636,David Dziurzynski,26,OTT,LW,14,1,3,4,-4,9,1,0,0,0,3,0,0,14,7.1,21,141:05,10:05,3,4,42.9,7,55,2,2,,dziurda01
637,Justin Falk,27,CBJ,D,24,0,4,4,2,17,0,0,0,0,4,0,0,16,0.0,44,341:25,14:14,0,0,,38,37,3,9,,falkju01
638,Christian Folin,24,MIN,D,26,0,4,4,-1,11,0,0,0,0,4,0,0,14,0.0,36,379:05,14:35,0,0,,30,38,4,10,,folinch01
639,Boyd Gordon,32,ARI,C,65,2,2,4,-7,10,1,0,1,0,2,0,0,53,3.8,80,792:31,12:12,525,383,57.8,51,21,10,12,Selke-43,gordobo01
640,Chris Higgins,32,VAN,LW,33,3,1,4,-14,4,2,0,1,0,1,0,0,51,5.9,86,454:41,13:47,1,2,33.3,18,15,7,8,,higgich01
641,Steven Kampfer,27,FLA,D,47,0,4,4,5,26,0,0,0,0,3,1,0,54,0.0,98,709:26,15:06,1,1,50.0,70,70,5,10,,kampfst01
642,Marcus Krüger,25,CHI,C,41,0,4,4,-5,24,0,0,0,0,4,0,0,50,0.0,83,554:22,13:31,233,241,49.2,31,25,10,4,,krugema01
643,Henrik Lundqvist,33,NYR,G,65,0,4,4,0,4,0,0,0,0,2,2,0,0,,0,3772:22,58:02,0,0,,0,0,0,30,ASnhl-7Hart-17,lundqhe01
644,Max McCormick,23,OTT,LW,20,2,2,4,-4,37,2,0,0,0,2,0,0,37,5.4,54,209:10,10:28,39,37,51.3,11,46,8,5,,mccorma01
645,Brock McGinn,21,CAR,LW,21,3,1,4,-14,10,3,0,0,0,1,0,0,25,12.0,35,234:52,11:11,0,1,0.0,6,28,4,4,,mcginbr01
646,Dylan McIlrath,23,NYR,D,34,2,2,4,7,64,2,0,0,0,2,0,0,28,7.1,69,480:13,14:07,0,0,,35,93,9,12,,mcilrdy01
647,Casey Nelson,23,BUF,D,7,0,4,4,1,8,0,0,0,0,2,2,0,5,0.0,14,103:45,14:49,0,0,,4,5,1,2,,nelsoca01
648,Ryan Pulock,21,NYI,D,15,2,2,4,1,5,2,0,0,0,2,0,0,15,13.3,41,235:56,15:44,0,0,,11,13,3,5,,pulocry01
649,Ryan Reaves,29,STL,RW,64,3,1,4,-6,68,3,0,0,0,1,0,0,31,9.7,55,513:51,8:02,1,1,50.0,10,206,8,7,,reavery01
650,Nick Ritchie,20,ANA,LW,33,2,2,4,-2,37,2,0,0,0,2,0,0,55,3.6,101,388:09,11:46,1,2,33.3,10,93,8,4,,ritchni01
651,Jordan Schroeder,25,MIN,C,26,2,2,4,2,2,2,0,0,0,2,0,0,30,6.7,47,244:49,9:25,1,2,33.3,13,15,1,6,,schrojo01
652,Alexander Semin,31,MTL,LW,15,1,3,4,1,12,1,0,0,0,3,0,0,18,5.6,41,185:02,12:20,1,0,100.0,4,6,6,8,,seminal01
653,Mike Sislo,28,NJD,RW,18,3,1,4,-2,4,2,1,0,0,1,0,0,29,10.3,53,223:39,12:26,0,2,0.0,6,25,3,2,,sislomi01
654,Oskar Sundqvist,21,PIT,C,18,1,3,4,0,4,0,0,1,1,3,0,0,13,7.7,21,185:36,10:19,64,75,46.0,5,18,6,1,,sundqos01
655,Viktor Svedberg,24,CHI,D,27,2,2,4,-5,4,2,0,0,0,2,0,0,40,5.0,89,425:20,15:45,0,0,,28,11,7,10,,svedbvi01
656,Matt Tennyson,25,SJS,D,29,1,3,4,1,0,0,1,0,0,3,0,0,23,4.3,63,304:48,10:31,0,0,,18,23,1,14,,tennyma01
657,Jiří Tlustý,27,NJD,LW,30,2,2,4,-1,6,1,1,0,0,1,1,0,38,5.3,64,411:21,13:43,0,0,,13,39,8,4,,tlustji01
658,Adam Pardy,31,2TM,D,23,0,4,4,-7,14,0,0,0,0,3,0,1,22,0.0,43,365:20,15:53,0,0,,32,32,6,14,,pardyad01
658,Adam Pardy,31,WPG,D,14,0,1,1,-3,8,0,0,0,0,0,0,1,10,0.0,21,183:19,13:06,0,0,,10,20,2,5,,pardyad01
658,Adam Pardy,31,EDM,D,9,0,3,3,-4,6,0,0,0,0,3,0,0,12,0.0,22,182:01,20:13,0,0,,22,12,4,9,,pardyad01
659,Andrew Bodnarchuk,27,2TM,D,37,0,4,4,-7,14,0,0,0,0,4,0,0,9,0.0,33,456:34,12:20,0,0,,27,44,2,6,,bodnaan01
659,Andrew Bodnarchuk,27,CBJ,D,16,0,2,2,-6,8,0,0,0,0,2,0,0,5,0.0,18,232:39,14:32,0,0,,9,21,1,2,,bodnaan01
659,Andrew Bodnarchuk,27,COL,D,21,0,2,2,-1,6,0,0,0,0,2,0,0,4,0.0,15,223:55,10:40,0,0,,18,23,1,4,,bodnaan01
660,Joakim Andersson,26,DET,C,29,1,2,3,1,6,1,0,0,0,2,0,0,17,5.9,30,261:35,9:01,32,38,45.7,5,14,1,0,,anderjo03
661,Chris Bigras,20,COL,D,31,1,2,3,-2,16,1,0,0,0,2,0,0,21,4.8,47,413:36,13:21,0,0,,17,17,4,8,,bigrach01
662,Jared Boll,29,CBJ,RW,30,1,2,3,-3,61,1,0,0,0,2,0,0,11,9.1,22,199:30,6:39,2,0,100.0,15,53,3,0,,bollja01
663,Robert Bortuzzo,26,STL,D,40,2,1,3,2,52,2,0,0,0,1,0,0,47,4.3,88,530:46,13:16,0,0,,42,93,5,9,,borturo01
664,Stanislav Galiev,24,WSH,RW,24,0,3,3,2,4,0,0,0,0,3,0,0,30,0.0,56,218:53,9:07,0,0,,4,14,6,8,,galiest01
665,Tyler Gaudet,22,ARI,C,14,1,2,3,-2,0,1,0,0,0,2,0,0,6,16.7,14,148:24,10:36,43,49,46.7,4,23,2,3,,gaudety01
666,Barclay Goodrow,22,SJS,RW,14,0,3,3,1,16,0,0,0,0,2,0,1,7,0.0,12,143:47,10:16,4,2,66.7,4,8,3,4,,goodrba01
667,Matt Halischuk,27,WPG,RW,30,0,3,3,1,4,0,0,0,0,3,0,0,39,0.0,55,283:34,9:27,1,2,33.3,11,38,5,3,,halisma01
668,Garnet Hathaway,24,CGY,RW,14,0,3,3,-1,31,0,0,0,0,2,0,1,11,0.0,19,168:15,12:01,1,3,25.0,17,50,4,3,,hathaga01
669,Korbinian Holzer,27,ANA,D,29,0,3,3,-3,10,0,0,0,0,3,0,0,17,0.0,42,427:52,14:45,0,0,,32,57,2,8,,holzeko01
670,Stephen Johns,23,DAL,D,14,1,2,3,-6,6,1,0,0,0,2,0,0,13,7.7,30,249:37,17:50,0,0,,21,55,6,11,,johnsst03
671,Tanner Kero,23,CHI,RW,17,1,2,3,-2,2,1,0,0,0,2,0,0,26,3.8,42,208:59,12:18,55,68,44.7,10,19,8,0,,kerota01
672,Scott Kosmachuk,22,WPG,RW,8,0,3,3,1,2,0,0,0,0,3,0,0,9,0.0,12,92:16,11:32,0,0,,2,7,1,2,,kosmasc01
673,Anton Lander,24,EDM,C,61,1,2,3,-9,18,1,0,0,0,2,0,0,54,1.9,93,737:01,12:05,378,315,54.5,19,58,23,18,,landean01
674,Kari Lehtonen,32,DAL,G,43,0,3,3,0,2,0,0,0,0,3,0,0,0,,0,2279:11,53:00,0,0,,0,0,0,18,,lehtoka01
675,Brendan Leipsic,21,TOR,LW,6,1,2,3,-1,2,1,0,0,1,1,1,0,11,9.1,19,85:26,14:14,2,1,66.7,6,12,3,1,,leipsbr01
676,Anthony Mantha,21,DET,RW,10,2,1,3,-6,2,0,2,0,1,1,0,0,18,11.1,29,117:00,11:42,0,0,,3,4,4,2,,manthan01
677,Michael Mersch,23,LAK,LW,17,1,2,3,1,0,1,0,0,0,2,0,0,23,4.3,33,176:28,10:23,1,3,25.0,10,26,3,3,,merscmi01
678,Kevin Porter,29,PIT,C,41,0,3,3,-2,0,0,0,0,0,3,0,0,34,0.0,57,464:05,11:19,44,43,50.6,25,96,7,8,,porteke01
679,Nate Prosser,29,MIN,D,54,0,3,3,1,39,0,0,0,0,2,0,1,20,0.0,44,614:42,11:23,0,0,,73,34,5,16,,prossna01
680,Matt Puempel,23,OTT,LW,26,2,1,3,-3,9,2,0,0,1,1,0,0,26,7.7,52,294:47,11:20,1,1,50.0,10,18,6,5,,puempma01
