,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
290,Calle Järnkrok,30,2TM,C,66,12,18,30,-14,6,10,2,0,1,14,4,0,101,11.9,175,1058:29,16:02,239,228,51.2,17,38,27,12,Byng-66,jarnkca01
290,Calle Järnkrok,30,SEA,C,49,12,14,26,-15,2,10,2,0,1,11,3,0,82,14.6,139,823:20,16:48,129,132,49.4,14,28,21,12,,jarnkca01
290,Calle Järnkrok,30,CGY,C,17,0,4,4,1,4,0,0,0,0,3,1,0,19,0.0,36,235:09,13:50,110,96,53.4,3,10,6,0,,jarnkca01
291,Vladislav Namestnikov,29,2TM,C,75,16,14,30,2,45,15,0,1,1,13,1,0,91,17.6,153,1098:42,14:39,26,31,45.6,39,62,21,22,,namesvl01
291,Vladislav Namestnikov,29,DET,C,60,13,12,25,1,34,12,0,1,0,12,0,0,81,16.0,130,913:47,15:14,10,10,50.0,32,43,19,20,,namesvl01
291,Vladislav Namestnikov,29,DAL,C,15,3,2,5,1,11,3,0,0,1,1,1,0,10,30.0,23,184:55,12:20,16,21,43.2,7,19,2,2,,namesvl01
292,Mathieu Joseph,24,2TM,RW,69,12,18,30,12,29,10,0,2,3,16,0,2,86,14.0,150,979:40,14:12,20,28,41.7,27,106,45,20,,josepma01
292,Mathieu Joseph,24,TBL,RW,58,8,10,18,4,23,6,0,2,2,9,0,1,67,11.9,113,794:31,13:42,18,26,40.9,20,85,36,15,,josepma01
292,Mathieu Joseph,24,OTT,RW,11,4,8,12,8,6,4,0,0,1,7,0,1,19,21.1,37,185:09,16:50,2,2,50.0,7,21,9,5,,josepma01
293,Oliver Ekman-Larsson,30,VAN,D,79,5,24,29,5,52,2,3,0,1,17,7,0,168,3.0,352,1763:21,22:19,0,0,,79,105,26,42,,ekmanol01
294,Jake Evans,25,MTL,C,72,13,16,29,-5,22,13,0,0,0,15,0,1,124,10.5,195,1122:58,15:36,461,465,49.8,37,88,39,33,,evansja02
295,Derek Grant,31,ANA,C,71,15,14,29,-16,27,12,2,1,1,13,0,1,117,12.8,193,1016:16,14:19,204,216,48.6,49,69,21,17,,grantde01
296,Jesperi Kotkaniemi,21,CAR,C,66,12,17,29,3,37,12,0,0,3,13,4,0,81,14.8,146,793:32,12:01,176,168,51.2,15,74,25,21,,kotkaje01
297,Isac Lundeström,22,ANA,C,80,16,13,29,-3,8,12,0,4,3,13,0,0,83,19.3,144,1238:51,15:29,391,488,44.5,55,38,22,31,,lundeis01
298,Marcus Johansson,31,2TM,C,69,9,20,29,-26,4,6,3,0,2,13,7,0,111,8.1,183,1112:52,16:08,41,57,41.8,26,31,26,27,Byng-57,johanma03
298,Marcus Johansson,31,SEA,C,51,6,17,23,-22,4,3,3,0,1,11,6,0,81,7.4,136,845:39,16:35,31,49,38.8,18,17,24,18,,johanma03
298,Marcus Johansson,31,WSH,C,18,3,3,6,-4,0,3,0,0,1,2,1,0,30,10.0,47,267:13,14:51,10,8,55.6,8,14,2,9,,johanma03
299,Teddy Blueger,27,PIT,C,65,9,19,28,12,10,8,0,1,0,18,0,1,93,9.7,134,976:10,15:01,357,315,53.1,32,87,37,22,,bluegte01
300,T.J. Brodie,31,TOR,D,82,4,24,28,20,34,4,0,0,0,21,1,2,68,5.9,158,1747:32,21:19,0,0,,106,53,30,62,,broditj01
301,Dustin Brown,37,LAK,RW,64,9,19,28,-3,20,8,1,0,0,17,2,0,146,6.2,238,943:18,14:44,2,8,20.0,20,88,13,19,,browndu01
302,Cody Ceci,28,EDM,D,78,5,23,28,8,14,5,0,0,0,20,0,3,102,4.9,213,1629:55,20:54,0,0,,121,117,15,39,,cecico01
303,Samuel Girard,23,COL,D,67,5,23,28,-4,20,5,0,0,1,16,7,0,79,6.3,188,1450:14,21:39,0,0,,90,65,21,28,,girarsa01
304,Ryan Graves,26,NJD,D,75,6,22,28,-9,24,6,0,0,0,22,0,0,111,5.4,241,1554:09,20:43,0,0,,135,90,27,51,,gravery01
305,Patric Hörnqvist,35,FLA,RW,65,11,17,28,-5,19,8,3,0,0,13,4,0,165,6.7,240,823:34,12:40,8,13,38.1,23,112,24,14,,hornqpa01
306,Adam Pelech,27,NYI,D,78,3,25,28,20,42,3,0,0,0,23,0,2,104,2.9,225,1659:55,21:17,0,0,,128,99,49,48,ASG,pelecad01
307,Brett Pesce,27,CAR,D,70,7,21,28,5,39,6,1,0,3,19,2,0,148,4.7,304,1519:03,21:42,0,0,,99,39,45,29,,pescebr01
308,Colton Sissons,28,NSH,C,79,7,21,28,2,30,6,1,0,0,18,3,0,87,8.0,163,1276:49,16:10,719,573,55.7,44,188,19,25,Selke-26,sissoco01
309,Chris Tanev,32,CGY,D,82,6,22,28,35,22,6,0,0,3,22,0,0,88,6.8,180,1677:38,20:28,0,0,,158,52,29,57,ASnhl-16Norris-15,tanevch01
310,Rasmus Asplund,24,BUF,F,80,8,19,27,-5,10,5,2,1,1,17,2,0,130,6.2,192,1142:13,14:17,26,35,42.6,14,30,21,23,Selke-19,asplura01
311,Mathew Dumba,27,MIN,D,57,7,20,27,9,47,6,1,0,1,16,4,0,116,6.0,251,1317:00,23:06,0,0,,84,114,15,26,,dumbama01
312,Sean Durzi,23,LAK,D,64,3,24,27,-9,55,1,2,0,0,10,13,1,119,2.5,247,1254:03,19:36,0,0,,121,74,26,53,,durzise01
313,Jordan Greenway,24,MIN,LW,62,10,17,27,26,69,9,1,0,3,16,1,0,110,9.1,166,902:52,14:34,18,31,36.7,31,155,14,16,,greenjo02
314,Arthur Kaliyev,20,LAK,RW,80,14,13,27,-3,37,8,6,0,2,10,3,0,194,7.2,310,1011:56,12:39,0,0,,12,31,20,20,,kaliyar01
315,Ondřej Kaše,26,TOR,RW,50,14,13,27,4,14,9,4,1,2,9,4,0,119,11.8,205,699:22,13:59,2,9,18.2,32,29,28,16,,kaseon01
316,Pat Maroon,33,TBL,LW,81,11,16,27,20,134,8,3,0,0,13,3,0,102,10.8,156,1004:05,12:24,15,15,50.0,11,160,16,17,,maroopa01
317,Jeff Petry,34,MTL,D,68,6,21,27,-11,36,6,0,0,1,17,3,1,124,4.8,266,1504:00,22:07,0,0,,117,140,12,107,,petryje01
318,Michael Rasmussen,22,DET,C,80,15,12,27,-25,66,15,0,0,2,10,2,0,128,11.7,194,1161:27,14:31,410,409,50.1,65,142,29,16,,rasmumi01
319,Eric Robinson,26,CBJ,LW,67,10,17,27,-1,18,8,0,2,1,17,0,0,104,9.6,187,930:46,13:54,2,2,50.0,20,95,30,12,,robiner01
320,Chris Wideman,32,MTL,D,64,4,23,27,-25,67,4,0,0,1,11,12,0,76,5.3,148,952:04,14:53,0,0,,46,44,13,57,,widemch01
321,Hampus Lindholm,28,2TM,D,71,5,22,27,10,46,4,1,0,1,17,4,1,142,3.5,275,1597:51,22:30,0,0,,92,70,35,47,,lindhha01
321,Hampus Lindholm,28,ANA,D,61,5,17,22,0,42,4,1,0,1,13,3,1,119,4.2,239,1374:58,22:32,0,0,,77,55,31,44,,lindhha01
321,Hampus Lindholm,28,BOS,D,10,0,5,5,10,4,0,0,0,0,4,1,0,23,0.0,36,222:53,22:17,0,0,,15,15,4,3,,lindhha01
322,Nick Bonino,33,SJS,C,80,16,10,26,-25,18,12,3,1,0,6,4,0,137,11.7,211,1335:59,16:42,475,450,51.4,102,34,50,15,,boninni01
323,Kirby Dach,21,CHI,C,70,9,17,26,-18,43,7,2,0,0,12,4,1,116,7.8,198,1263:06,18:03,179,366,32.8,44,49,42,17,,dachki01
324,Warren Foegele,25,EDM,LW,82,12,14,26,-9,24,10,2,0,3,13,1,0,142,8.5,245,1034:12,12:37,13,15,46.4,15,127,44,29,,foegewa01
325,Garnet Hathaway,30,WSH,RW,76,14,12,26,19,57,14,0,0,4,11,0,1,124,11.3,197,1017:34,13:23,10,18,35.7,62,250,23,20,,hathaga01
326,David Kämpf,27,TOR,C,82,11,15,26,12,20,9,0,2,1,13,0,2,102,10.8,168,1251:48,15:16,616,549,52.9,26,80,30,25,Selke-27,kampfda01
327,Oskar Lindblom,25,PHI,LW,79,12,14,26,-11,22,12,0,0,1,13,1,0,127,9.4,212,1090:16,13:48,8,14,36.4,48,83,19,18,,lindbos01
328,Eetu Luostarinen,23,FLA,C,78,9,17,26,1,12,7,0,2,4,15,1,1,84,10.7,153,1048:03,13:26,321,481,40.0,46,103,38,27,,luostee01
329,Ryan McDonagh,32,TBL,D,71,4,22,26,15,16,4,0,0,0,21,1,0,85,4.7,180,1593:30,22:27,0,1,0.0,137,96,26,24,ASnhl-16Byng-28,mcdonry01
330,Vasily Podkolzin,20,VAN,RW,79,14,12,26,7,26,12,2,0,3,11,1,0,115,12.2,191,1010:35,12:48,8,11,42.1,33,84,32,18,,podkova01
331,Ben Chiarot,30,2TM,D,74,9,17,26,-14,48,7,2,0,1,15,1,1,143,6.3,268,1691:09,22:51,0,0,,130,157,20,69,,chiarbe01
331,Ben Chiarot,30,MTL,D,54,7,11,18,-18,42,6,1,0,1,9,1,1,96,7.3,186,1272:28,23:34,0,0,,91,110,17,57,,chiarbe01
331,Ben Chiarot,30,FLA,D,20,2,6,8,4,6,1,1,0,0,6,0,0,47,4.3,82,418:41,20:56,0,0,,39,47,3,12,,chiarbe01
332,Jake Bean,23,CBJ,D,67,7,18,25,-5,26,7,0,0,2,13,4,1,90,7.8,209,1378:04,20:34,0,0,,71,41,21,23,,beanja01
333,Jack Eichel,25,VEG,C,34,14,11,25,3,10,11,3,0,2,6,5,0,133,10.5,193,659:19,19:24,184,195,48.5,35,45,25,29,,eicheja01
334,Vinnie Hinostroza,27,BUF,C,62,13,12,25,-11,24,12,1,0,2,12,0,0,92,14.1,154,860:03,13:52,12,16,42.9,13,25,22,26,,hinosvi01
335,Mattias Janmark,29,VEG,C,67,9,16,25,3,21,7,0,2,1,15,0,1,89,10.1,144,961:04,14:21,11,16,40.7,28,19,29,19,,janmama02
336,Erik Johnson,33,COL,D,77,8,17,25,22,24,7,0,1,1,15,1,1,139,5.8,260,1330:23,17:17,0,0,,136,165,35,29,,johnser01
337,Adam Larsson,29,SEA,D,82,8,17,25,-23,55,8,0,0,3,16,1,0,119,6.7,260,1826:45,22:17,0,0,,140,183,23,35,,larssad01
338,Esa Lindell,27,DAL,D,76,4,21,25,4,12,3,0,1,0,16,3,2,136,2.9,211,1675:26,22:03,0,1,0.0,148,111,20,55,Byng-21,lindees01
339,John Marino,24,PIT,D,81,1,24,25,1,23,1,0,0,0,20,2,2,90,1.1,191,1671:35,20:38,0,0,,88,73,43,35,,marinjo01
340,T.J. Oshie,35,WSH,C,44,11,14,25,-12,18,7,4,0,1,7,6,1,77,14.3,138,767:47,17:27,72,97,42.6,30,86,19,18,,oshietj01
341,Jason Spezza,38,TOR,C,71,12,13,25,-3,26,9,3,0,1,6,7,0,97,12.4,175,762:58,10:45,305,272,52.9,24,31,32,31,,spezzja01
342,Nic Dowd,31,WSH,C,64,10,14,24,10,44,9,0,1,0,13,1,0,90,11.1,135,912:49,14:16,506,437,53.7,53,139,28,14,,dowdni01
343,Tyler Ennis,32,OTT,C,57,8,16,24,-6,16,7,1,0,1,13,3,0,89,9.0,157,714:56,12:33,20,9,69.0,24,70,19,23,,ennisty01
344,Dante Fabbro,23,NSH,D,66,3,21,24,13,24,3,0,0,0,21,0,0,88,3.4,189,1257:27,19:03,0,0,,105,69,22,35,,fabbrda01
345,Brendan Gallagher,29,MTL,RW,56,7,17,24,-7,69,2,5,0,0,15,2,0,142,4.9,250,841:02,15:01,13,22,37.1,29,54,17,20,,gallabr01
346,Matt Grzelcyk,28,BOS,D,73,4,20,24,22,24,4,0,0,2,15,5,0,118,3.4,211,1367:05,18:44,0,0,,83,40,21,41,,grzelma01
347,Barrett Hayton,21,ARI,C,60,10,14,24,-8,20,8,2,0,1,11,3,0,82,12.2,150,967:02,16:07,415,447,48.1,33,84,18,18,,haytoba01
348,Keegan Kolesar,24,VEG,RW,77,7,17,24,-6,68,5,1,1,0,17,0,0,94,7.4,142,974:05,12:39,76,112,40.4,46,246,33,36,,koleske01
349,Dmitry Kulikov,31,MIN,D,80,7,17,24,23,39,7,0,0,2,17,0,0,74,9.5,168,1455:41,18:12,0,0,,103,100,16,31,,kulikdm01
350,Blake Lizotte,24,LAK,C,70,10,14,24,15,28,9,0,1,2,12,0,2,91,11.0,141,851:28,12:10,313,294,51.6,12,74,31,10,,lizotbl01
351,Logan O'Connor,25,COL,RW,81,8,16,24,10,38,7,0,1,1,13,0,3,127,6.3,202,1123:35,13:52,5,17,22.7,59,100,38,17,,oconnlo01
352,Yakov Trenin,25,NSH,C,80,17,7,24,7,46,17,0,0,2,7,0,0,136,12.5,243,1173:24,14:40,12,23,34.3,33,191,37,24,,treniya01
353,Oliver Wahlstrom,21,NYI,RW,73,13,11,24,-6,74,8,5,0,2,8,3,0,157,8.3,276,880:18,12:04,6,8,42.9,19,101,19,20,,wahlsol01
354,Filip Zadina,22,DET,RW,74,10,14,24,-24,10,6,4,0,1,10,4,0,154,6.5,284,1049:03,14:11,5,5,50.0,34,57,24,30,,zadinfi01
355,Nick Leddy,30,2TM,D,75,3,21,24,-30,22,3,0,0,0,15,6,0,71,4.2,138,1606:04,21:25,0,0,,67,37,30,33,,leddyni01
355,Nick Leddy,30,DET,D,55,1,15,16,-33,16,1,0,0,0,10,5,0,52,1.9,102,1185:06,21:33,0,0,,49,31,21,23,,leddyni01
355,Nick Leddy,30,STL,D,20,2,6,8,3,6,2,0,0,0,5,1,0,19,10.5,36,420:58,21:03,0,0,,18,6,9,10,,leddyni01
356,Rūdolfs Balcers,24,SJS,LW,61,11,12,23,-3,20,11,0,0,1,11,0,1,98,11.2,160,917:15,15:02,8,12,40.0,43,115,35,30,,balceru01
357,Jesper Boqvist,23,NJD,C,56,10,13,23,-9,10,10,0,0,1,12,1,0,74,13.5,135,735:14,13:08,168,282,37.3,16,31,18,23,,boqvije01
358,Noah Gregor,23,SJS,C,63,8,15,23,-21,25,8,0,0,1,12,3,0,156,5.1,263,940:57,14:56,12,23,34.3,49,118,28,14,,gregono01
359,Justin Holl,30,TOR,D,69,3,20,23,14,41,2,0,1,1,18,0,2,64,4.7,128,1394:22,20:12,0,0,,104,129,18,56,,hollju01
360,Timothy Liljegren,22,TOR,D,61,5,18,23,15,14,4,1,0,0,17,1,0,79,6.3,162,1000:25,16:24,0,0,,60,87,19,43,Calder-11,liljeti01
361,Anthony Mantha,27,WSH,RW,37,9,14,23,4,14,9,0,0,0,12,2,0,82,11.0,132,561:15,15:10,3,1,75.0,18,46,13,13,,manthan01
362,Sean Monahan,27,CGY,C,65,8,15,23,-15,24,3,5,0,2,7,8,0,111,7.2,197,914:10,14:04,414,365,53.1,24,59,32,28,,monahse01
363,Justin Schultz,31,WSH,D,74,4,19,23,-15,16,2,2,0,1,16,3,0,92,4.3,205,1252:05,16:55,0,0,,87,40,13,25,,schulju01
364,Jaden Schwartz,29,SEA,C,37,8,15,23,-13,14,7,1,0,0,12,3,0,101,7.9,168,682:52,18:27,17,18,48.6,13,42,28,16,,schwaja01
365,Anton Strålman,35,ARI,D,74,8,15,23,-16,12,8,0,0,1,15,0,0,95,8.4,181,1579:04,21:20,0,0,,100,99,32,28,Byng-55,stralan01
366,Eeli Tolvanen,22,NSH,RW,75,11,12,23,-7,16,10,1,0,1,7,5,0,151,7.3,266,1007:05,13:26,0,1,0.0,45,176,15,21,,tolvaee01
367,Nicolas Aubé-Kubel,25,2TM,RW,74,11,12,23,11,47,11,0,0,2,12,0,0,87,12.6,152,726:24,9:49,3,9,25.0,18,140,17,20,,aubekni01
367,Nicolas Aubé-Kubel,25,PHI,RW,7,0,1,1,-3,6,0,0,0,0,1,0,0,9,0.0,12,68:45,9:49,0,0,,1,17,0,2,,aubekni01
367,Nicolas Aubé-Kubel,25,COL,RW,67,11,11,22,14,41,11,0,0,2,11,0,0,78,14.1,140,657:39,9:49,3,9,25.0,17,123,17,18,,aubekni01
368,Oskar Sundqvist,27,2TM,C,59,8,15,23,5,29,8,0,0,1,15,0,0,70,11.4,117,825:58,14:00,75,107,41.2,29,70,12,25,,sundqos01
368,Oskar Sundqvist,27,STL,C,41,4,11,15,4,12,4,0,0,0,11,0,0,50,8.0,81,547:40,13:21,61,70,46.6,19,49,10,17,,sundqos01
368,Oskar Sundqvist,27,DET,C,18,4,4,8,1,17,4,0,0,1,4,0,0,20,20.0,36,278:18,15:28,14,37,27.5,10,21,2,8,,sundqos01
369,Nick Ritchie,26,2TM,LW,57,12,11,23,-13,43,11,1,0,0,8,3,0,93,12.9,159,723:59,12:42,0,4,0.0,22,153,9,17,,ritchni01
369,Nick Ritchie,26,TOR,LW,33,2,7,9,-6,23,1,1,0,0,4,3,0,52,3.8,88,395:47,12:00,0,3,0.0,13,79,5,10,,ritchni01
369,Nick Ritchie,26,ARI,LW,24,10,4,14,-7,20,10,0,0,0,4,0,0,41,24.4,71,328:12,13:41,0,1,0.0,9,74,4,7,,ritchni01
370,Adam Boqvist,21,CBJ,D,52,11,11,22,-11,12,8,3,0,1,8,3,0,64,17.2,130,886:23,17:03,0,0,,47,26,11,28,,boqviad01
371,Alex Chiasson,31,VAN,RW,67,13,9,22,4,24,7,6,0,2,5,4,0,98,13.3,140,778:41,11:37,10,13,43.5,18,68,7,10,,chiasal01
372,Filip Chytil,22,NYR,C,67,8,14,22,-1,14,8,0,0,1,13,1,0,135,5.9,231,882:44,13:11,135,176,43.4,27,24,23,28,,chytifi01
373,Nick Cousins,28,NSH,C,68,9,13,22,-8,31,6,3,0,1,12,1,0,103,8.7,171,847:51,12:28,23,26,46.9,28,66,16,23,,cousini01
374,Jonathan Dahlén,24,SJS,C,61,12,10,22,-25,12,9,3,0,2,6,4,0,105,11.4,178,841:19,13:48,0,1,0.0,34,16,21,23,,dahlejo01
375,Joonas Donskoi,29,SEA,RW,75,2,20,22,-10,14,2,0,0,0,16,3,1,89,2.2,155,1112:47,14:50,5,9,35.7,31,36,24,21,,donskjo01
376,Morgan Geekie,23,SEA,C,73,7,15,22,-16,18,7,0,0,0,11,4,0,97,7.2,189,920:24,12:36,351,318,52.5,23,55,25,26,,geekimo01
377,Peyton Krebs,21,2TM,C,57,7,15,22,-26,22,7,0,0,2,5,10,0,56,12.5,99,831:20,14:35,61,112,35.3,8,25,15,35,,krebspe01
377,Peyton Krebs,21,VEG,C,9,0,0,0,-6,2,0,0,0,0,0,0,0,10,0.0,17,123:33,13:44,3,5,37.5,3,6,2,4,,krebspe01
377,Peyton Krebs,21,BUF,C,48,7,15,22,-20,20,7,0,0,2,5,10,0,46,15.2,82,707:47,14:45,58,107,35.2,5,19,13,31,,krebspe01
378,Luke Kunin,24,NSH,C,82,13,9,22,-11,99,13,0,0,0,7,2,0,125,10.4,209,1134:02,13:50,48,61,44.0,51,223,20,17,,kuninlu01
379,Jake McCabe,28,CHI,D,75,4,18,22,-27,33,4,0,0,0,18,0,0,80,5.0,181,1523:03,20:18,0,0,,167,166,18,60,,mccabja01
380,Brock McGinn,27,PIT,LW,64,12,10,22,0,14,12,0,0,2,10,0,0,99,12.1,157,959:41,15:00,16,28,36.4,50,94,18,19,,mcginbr01
381,Alexander Radulov,35,DAL,RW,71,4,18,22,-20,30,3,1,0,2,11,7,0,92,4.3,189,1000:52,14:06,10,12,45.5,48,43,30,27,,radulal01
382,Derek Ryan,35,EDM,C,75,10,12,22,-4,8,10,0,0,2,11,0,1,72,13.9,118,857:19,11:26,286,226,55.9,38,38,26,15,Byng-66,ryande01
383,P.K. Subban,32,NJD,D,77,5,17,22,-8,82,5,0,0,1,16,0,1,114,4.4,264,1408:48,18:18,0,0,,90,69,23,51,Clancy-1,subbapk01
384,Nikita Zadorov,26,CGY,D,74,4,18,22,11,77,4,0,0,0,18,0,0,106,3.8,225,1251:21,16:55,0,0,,49,181,32,61,,zadorni01
385,Artem Zub,26,OTT,D,81,6,16,22,1,60,6,0,0,0,16,0,0,92,6.5,194,1704:14,21:02,0,0,,124,155,14,60,,zubar01
386,Taylor Raddysh,23,2TM,RW,74,11,11,22,1,10,7,3,1,1,10,1,0,104,10.6,163,912:51,12:20,6,10,37.5,21,103,23,15,,raddyta01
386,Taylor Raddysh,23,TBL,RW,53,5,7,12,5,8,4,0,1,1,6,1,0,61,8.2,98,585:53,11:03,6,9,40.0,17,62,14,5,,raddyta01
386,Taylor Raddysh,23,CHI,RW,21,6,4,10,-4,2,3,3,0,0,4,0,0,43,14.0,65,326:58,15:34,0,1,0.0,4,41,9,10,,raddyta01
387,Brian Boyle,37,PIT,C,66,11,10,21,6,27,10,0,1,1,10,0,0,87,12.6,122,712:04,10:47,165,200,45.2,39,95,20,10,,boylebr01
388,Jakob Chychrun,23,ARI,D,47,7,14,21,-20,47,6,1,0,2,14,0,0,141,5.0,293,1080:45,23:00,0,0,,66,51,19,37,,chychja01
389,Alex Galchenyuk,27,ARI,C,60,6,15,21,-11,32,6,0,0,0,14,1,0,89,6.7,145,789:12,13:09,214,195,52.3,24,67,18,28,,galchal01
390,Nick Jensen,31,WSH,D,76,5,16,21,32,21,5,0,0,1,16,0,0,88,5.7,204,1470:15,19:21,0,0,,92,135,23,44,,jenseni02
391,Duncan Keith,38,EDM,D,64,1,20,21,15,22,1,0,0,1,18,2,0,79,1.3,175,1262:31,19:44,0,0,,114,22,36,64,,keithdu01
392,Philipp Kurashev,22,CHI,C,67,6,15,21,-16,12,4,2,0,1,12,3,0,86,7.0,142,861:13,12:51,51,70,42.1,30,31,24,11,,kurasph01
393,Adam Lowry,28,WPG,LW,79,13,8,21,1,59,10,0,3,0,4,2,2,115,11.3,194,1222:57,15:29,564,500,53.0,43,231,39,23,,lowryad01
394,Milan Lucic,33,CGY,LW,82,10,11,21,-9,84,8,2,0,0,10,1,0,95,10.5,171,1005:02,12:15,19,15,55.9,22,209,20,41,,lucicmi01
395,Ryan McLeod,22,EDM,C,71,9,12,21,-2,12,7,2,0,1,9,3,0,82,11.0,143,905:58,12:46,248,277,47.2,25,28,39,41,,mcleory01
396,Ryan Pulock,27,NYI,D,56,5,16,21,0,2,3,2,0,0,11,4,1,122,4.1,226,1183:34,21:08,0,0,,130,86,15,33,Byng-18,pulocry01
397,Matt Roy,26,LAK,D,67,2,19,21,23,28,2,0,0,0,15,2,2,153,1.3,276,1405:54,20:59,0,0,,103,124,8,49,,royma04
398,Jakob Silfverberg,31,ANA,LW,53,5,16,21,-3,30,4,1,0,0,12,4,0,120,4.2,183,903:04,17:02,8,16,33.3,40,16,30,16,,silfvja01
399,Carson Soucy,27,SEA,D,64,10,11,21,7,47,9,0,1,1,8,2,1,97,10.3,169,1130:14,17:40,0,0,,73,118,23,29,,soucyca01
400,Mason Appleton,26,2TM,C,68,8,13,21,-1,30,8,0,0,3,13,0,0,98,8.2,171,1012:11,14:53,7,15,31.8,20,64,15,13,,applema01
400,Mason Appleton,26,SEA,C,49,6,11,17,-4,14,6,0,0,2,11,0,0,68,8.8,119,700:54,14:18,7,13,35.0,12,39,8,7,,applema01
400,Mason Appleton,26,WPG,C,19,2,2,4,3,16,2,0,0,1,2,0,0,30,6.7,52,311:17,16:23,0,2,0.0,8,25,7,6,,applema01
401,Zach Sanford,27,2TM,LW,80,9,12,21,-15,50,8,1,0,0,10,2,0,104,8.7,209,1143:55,14:18,5,17,22.7,67,169,36,22,,sanfoza01
401,Zach Sanford,27,OTT,LW,62,9,8,17,-13,37,8,1,0,0,6,2,0,85,10.6,162,879:39,14:11,4,14,22.2,55,131,27,17,,sanfoza01
401,Zach Sanford,27,WPG,LW,18,0,4,4,-2,13,0,0,0,0,4,0,0,19,0.0,47,264:16,14:41,1,3,25.0,12,38,9,5,,sanfoza01
402,Johan Larsson,29,2TM,LW,43,7,14,21,-4,32,5,2,0,1,13,1,0,44,15.9,88,684:08,15:55,195,227,46.2,25,70,13,13,,larssjo02
402,Johan Larsson,29,ARI,LW,29,6,9,15,-3,30,5,1,0,1,8,1,0,30,20.0,63,517:42,17:51,194,223,46.5,21,53,10,9,,larssjo02
402,Johan Larsson,29,WSH,LW,14,1,5,6,-1,2,0,1,0,0,5,0,0,14,7.1,25,166:26,11:53,1,4,20.0,4,17,3,4,,larssjo02
403,Owen Tippett,22,2TM,RW,63,10,11,21,-2,12,9,1,0,1,9,2,0,126,7.9,213,845:38,13:25,21,34,38.2,16,98,36,25,,tippeow01
403,Owen Tippett,22,FLA,RW,42,6,8,14,2,10,6,0,0,0,7,1,0,73,8.2,127,526:33,12:32,19,33,36.5,12,62,24,17,,tippeow01
403,Owen Tippett,22,PHI,RW,21,4,3,7,-4,2,3,1,0,1,2,1,0,53,7.5,86,319:05,15:12,2,1,66.7,4,36,12,8,,tippeow01
404,Brett Kulak,28,2TM,D,74,5,16,21,-4,45,5,0,0,0,15,0,1,92,5.4,179,1313:51,17:45,0,0,,63,103,21,55,,kulakbr01
404,Brett Kulak,28,MTL,D,56,3,10,13,-10,33,3,0,0,0,9,0,1,63,4.8,122,1006:21,17:58,0,0,,48,64,15,46,,kulakbr01
404,Brett Kulak,28,EDM,D,18,2,6,8,6,12,2,0,0,0,6,0,0,29,6.9,57,307:30,17:05,0,0,,15,39,6,9,,kulakbr01
405,Victor Rask,28,2TM,C,47,9,12,21,4,2,9,0,0,1,11,1,0,58,15.5,95,573:11,12:12,89,87,50.6,5,15,14,14,,raskvi01
405,Victor Rask,28,MIN,C,29,5,8,13,7,2,5,0,0,0,8,0,0,30,16.7,48,311:14,10:44,83,83,50.0,2,9,7,5,,raskvi01
405,Victor Rask,28,SEA,C,18,4,4,8,-3,0,4,0,0,1,3,1,0,28,14.3,47,261:57,14:33,6,4,60.0,3,6,7,9,,raskvi01
406,Pierre-Édouard Bellemare,36,TBL,LW,80,9,11,20,24,19,8,0,1,1,11,0,0,72,12.5,129,1100:35,13:45,483,452,51.7,44,88,26,18,,bellepi01
407,William Carrier,27,VEG,LW,63,9,11,20,7,34,9,0,0,0,11,0,0,120,7.5,194,732:14,11:37,4,4,50.0,24,159,24,12,,carriwi01
408,Brenden Dillon,31,WPG,D,79,3,17,20,16,67,3,0,0,0,17,0,0,85,3.5,203,1487:47,18:50,0,0,,108,212,16,51,,dillobr01
409,Jonathan Drouin,26,MTL,LW,34,6,14,20,-9,23,6,0,0,0,10,4,0,62,9.7,104,581:13,17:06,31,35,47.0,11,27,6,18,,drouijo01
410,Brett Howden,23,VEG,C,47,9,11,20,9,12,9,0,0,2,9,0,2,39,23.1,69,500:49,10:39,140,151,48.1,36,62,13,14,,howdebr01
411,Michael McLeod,23,NJD,C,77,6,14,20,-13,52,6,0,0,0,13,0,1,78,7.7,126,1026:06,13:20,604,451,57.3,34,145,46,28,,mcleomi01
412,Jonathon Merrill,29,MIN,D,69,4,16,20,15,22,4,0,0,0,16,0,0,59,6.8,118,1180:47,17:07,0,0,,112,46,6,21,,merrijo01
413,K'Andre Miller,22,NYR,D,82,7,13,20,23,24,6,1,0,2,13,0,0,102,6.9,221,1689:51,20:36,0,0,,95,151,59,37,,milleka01
414,Ty Smith,21,NJD,D,66,5,15,20,-26,22,5,0,0,0,11,4,0,77,6.5,187,1154:43,17:30,0,0,,73,45,13,40,,smithty01
415,Sam Steel,23,ANA,C,68,6,14,20,-17,16,6,0,0,1,11,3,0,66,9.1,124,837:13,12:19,203,209,49.3,27,37,18,20,,steelsa01
416,Alexandre Texier,22,CBJ,C,36,11,9,20,0,12,10,0,1,0,8,0,1,59,18.6,109,525:52,14:36,20,37,35.1,12,13,16,5,,texieal01
